CustomerID,ProductID,SalesOrderID,OrderDate,LineTotal
11000,771,43793,2005-07-22,3399.99
11000,779,51522,2007-07-22,2319.99
11000,878,51522,2007-07-22,21.98
11000,966,57418,2007-11-04,2384.07
11000,934,57418,2007-11-04,28.99
11000,923,57418,2007-11-04,4.99
11001,777,43767,2005-07-18,3374.99
11001,779,51493,2007-07-20,2319.99
11001,878,51493,2007-07-20,21.98
11001,870,51493,2007-07-20,4.99
11001,871,51493,2007-07-20,9.99
11001,884,51493,2007-07-20,53.99
11001,712,51493,2007-07-20,8.99
11001,997,72773,2008-06-12,539.99
11002,773,43736,2005-07-10,3399.99
11002,782,51238,2007-07-04,2294.99
11002,954,53237,2007-08-27,2384.07
11003,773,43701,2005-07-01,3399.99
11003,783,51315,2007-07-09,2294.99
11003,871,51315,2007-07-09,9.99
11003,870,51315,2007-07-09,4.99
11003,712,51315,2007-07-09,8.99
11003,957,57783,2007-11-11,2384.07
11003,934,57783,2007-11-11,28.99
11004,772,43810,2005-07-26,3399.99
11004,780,51595,2007-07-26,2319.99
11004,878,51595,2007-07-26,21.98
11004,707,51595,2007-07-26,34.99
11005,778,43704,2005-07-02,3374.99
11005,780,51612,2007-07-27,2319.99
11005,930,51612,2007-07-27,35.0
11005,921,51612,2007-07-27,4.99
11006,773,43819,2005-07-27,3399.99
11006,781,51198,2007-07-02,2319.99
11006,871,51198,2007-07-02,9.99
11006,870,51198,2007-07-02,4.99
11007,774,43743,2005-07-12,3399.99
11007,783,51581,2007-07-25,2294.99
11007,921,51581,2007-07-25,4.99
11007,930,51581,2007-07-25,35.0
11007,878,51581,2007-07-25,21.98
11007,711,51581,2007-07-25,34.99
11008,775,43826,2005-07-28,3374.99
11008,783,51282,2007-07-07,2294.99
11008,870,51282,2007-07-07,4.99
11008,871,51282,2007-07-07,9.99
11008,873,51282,2007-07-07,2.29
11009,777,43837,2005-07-30,3374.99
11009,782,51562,2007-07-24,2294.99
11009,873,51562,2007-07-24,2.29
11009,968,57736,2007-11-10,2384.07
11010,773,43765,2005-07-17,3399.99
11010,783,51421,2007-07-15,2294.99
11010,968,58533,2007-11-24,2384.07
11011,771,43705,2005-07-02,3399.99
11011,783,51650,2007-07-29,2294.99
11011,967,54706,2007-09-20,2384.07
11012,930,54508,2007-09-17,35.0
11012,921,54508,2007-09-17,4.99
11012,708,54508,2007-09-17,34.99
11012,922,68413,2008-04-17,3.99
11013,922,56137,2007-10-15,3.99
11013,708,56137,2007-10-15,34.99
11013,930,74908,2008-07-24,35.0
11013,921,74908,2008-07-24,4.99
11014,922,54898,2007-09-24,3.99
11014,708,54898,2007-09-24,34.99
11014,930,57222,2007-11-01,35.0
11014,921,57222,2007-11-01,4.99
11015,779,51520,2007-07-22,2319.99
11015,878,51520,2007-07-22,21.98
11016,784,52512,2007-08-13,2294.99
11016,930,52512,2007-08-13,35.0
11017,777,43757,2005-07-15,3374.99
11017,784,51256,2007-07-05,2294.99
11017,878,51256,2007-07-05,21.98
11018,772,43778,2005-07-20,3399.99
11018,779,51492,2007-07-20,2319.99
11018,878,51492,2007-07-20,21.98
11018,962,69087,2008-04-26,742.35
11018,872,69087,2008-04-26,8.99
11019,922,52626,2007-08-16,3.99
11019,932,52626,2007-08-16,24.99
11019,875,52626,2007-08-16,8.99
11019,884,53834,2007-09-05,53.99
11019,922,54332,2007-09-14,3.99
11019,711,54332,2007-09-14,34.99
11019,875,54332,2007-09-14,8.99
11019,872,56910,2007-10-30,8.99
11019,923,57639,2007-11-09,4.99
11019,873,57639,2007-11-09,2.29
11019,932,58600,2007-11-26,24.99
11019,922,58600,2007-11-26,3.99
11019,876,58600,2007-11-26,120.0
11019,930,62659,2008-01-24,35.0
11019,873,62659,2008-01-24,2.29
11019,873,64737,2008-02-23,2.29
11019,928,65967,2008-03-11,24.99
11019,931,66658,2008-03-22,21.49
11019,873,66658,2008-03-22,2.29
11019,929,68563,2008-04-19,29.99
11019,921,68563,2008-04-19,4.99
11019,873,68563,2008-04-19,2.29
11019,707,69177,2008-04-28,34.99
11019,713,71963,2008-06-01,49.99
11019,858,71963,2008-06-01,24.49
11019,934,72015,2008-06-02,28.99
11020,784,51193,2007-07-02,2294.99
11021,784,51610,2007-07-27,2294.99
11021,878,51610,2007-07-27,21.98
11022,779,51556,2007-07-24,2319.99
11023,930,52912,2007-08-21,35.0
11023,921,52912,2007-08-21,4.99
11023,878,52912,2007-08-21,21.98
11023,883,52912,2007-08-21,53.99
11024,921,60998,2007-12-29,4.99
11024,930,60998,2007-12-29,35.0
11024,873,60998,2007-12-29,2.29
11024,922,62830,2008-01-27,3.99
11025,777,43732,2005-07-09,3374.99
11025,781,51561,2007-07-24,2319.99
11025,878,51561,2007-07-24,21.98
11025,865,51561,2007-07-24,63.5
11026,773,43811,2005-07-26,3399.99
11026,779,55132,2007-09-28,2319.99
11026,880,55132,2007-09-28,54.99
11026,860,55132,2007-09-28,24.49
11026,960,68468,2008-04-17,742.35
11027,774,43775,2005-07-19,3399.99
11027,784,58536,2007-11-24,2294.99
11027,880,58536,2007-11-24,54.99
11027,883,58536,2007-11-24,53.99
11027,712,58536,2007-11-24,8.99
11027,964,69088,2008-04-26,742.35
11027,923,69088,2008-04-26,4.99
11028,776,43831,2005-07-29,3374.99
11028,779,57943,2007-11-14,2319.99
11028,930,57943,2007-11-14,35.0
11028,873,57943,2007-11-14,2.29
11029,774,43794,2005-07-22,3399.99
11029,779,57294,2007-11-02,2319.99
11029,711,57294,2007-11-02,34.99
11029,882,57294,2007-11-02,53.99
11029,962,70593,2008-05-14,742.35
11030,771,43956,2005-08-08,3399.99
11030,780,62739,2008-01-25,2319.99
11030,959,70449,2008-05-12,742.35
11031,774,43933,2005-08-04,3399.99
11031,781,62222,2008-01-16,2319.99
11031,873,62222,2008-01-16,2.29
11031,961,70748,2008-05-16,742.35
11032,775,44021,2005-08-21,3374.99
11032,780,64042,2008-02-12,2319.99
11032,930,64042,2008-02-12,35.0
11032,921,64042,2008-02-12,4.99
11032,878,64042,2008-02-12,21.98
11032,871,64042,2008-02-12,9.99
11032,870,64042,2008-02-12,4.99
11032,873,64042,2008-02-12,2.29
11033,775,43998,2005-08-18,3374.99
11033,781,63409,2008-02-02,2319.99
11033,711,63409,2008-02-02,34.99
11033,978,70163,2008-05-08,742.35
11033,872,70163,2008-05-08,8.99
11034,773,43934,2005-08-04,3399.99
11034,783,63737,2008-02-07,2294.99
11034,960,70521,2008-05-13,742.35
11035,775,43959,2005-08-09,3374.99
11035,779,66140,2008-03-13,2319.99
11035,978,70870,2008-05-18,742.35
11035,870,70870,2008-05-18,4.99
11036,781,51593,2007-07-26,2319.99
11037,783,51555,2007-07-24,2294.99
11037,930,51555,2007-07-24,35.0
11037,921,51555,2007-07-24,4.99
11037,878,51555,2007-07-24,21.98
11037,870,51555,2007-07-24,4.99
11038,778,43965,2005-08-10,3374.99
11038,780,65549,2008-03-04,2319.99
11039,774,43966,2005-08-10,3399.99
11039,780,66747,2008-03-23,2319.99
11039,873,66747,2008-03-23,2.29
11039,876,66747,2008-03-23,120.0
11039,712,66747,2008-03-23,8.99
11039,965,70594,2008-05-14,742.35
11039,934,70594,2008-05-14,28.99
11040,779,55599,2007-10-05,2319.99
11040,878,55599,2007-10-05,21.98
11041,782,51460,2007-07-18,2294.99
11041,878,51460,2007-07-18,21.98
11042,780,51577,2007-07-25,2319.99
11042,961,68609,2008-04-19,742.35
11043,922,57638,2007-11-09,3.99
11043,712,57638,2007-11-09,8.99
11044,778,44073,2005-08-31,3374.99
11044,784,70074,2008-05-07,2294.99
11044,930,70074,2008-05-07,35.0
11044,965,70374,2008-05-11,742.35
11044,872,70374,2008-05-11,8.99
11045,921,55973,2007-10-12,4.99
11045,928,55973,2007-10-12,24.99
11045,711,55973,2007-10-12,34.99
11046,776,43960,2005-08-09,3374.99
11046,964,69653,2008-05-01,742.35
11046,859,69653,2008-05-01,24.49
11046,707,69653,2008-05-01,34.99
11047,772,43948,2005-08-06,3399.99
11047,960,70087,2008-05-07,742.35
11047,781,71132,2008-05-22,2319.99
11048,778,43980,2005-08-13,3374.99
11048,978,70820,2008-05-17,742.35
11048,877,70820,2008-05-17,7.95
11048,783,73924,2008-06-27,2294.99
11048,871,73924,2008-06-27,9.99
11048,870,73924,2008-06-27,4.99
11049,921,54129,2007-09-10,4.99
11049,930,54129,2007-09-10,35.0
11049,707,54129,2007-09-10,34.99
11049,922,69583,2008-05-01,3.99
11050,777,44029,2005-08-23,3374.99
11050,980,54526,2007-09-17,769.49
11050,878,54526,2007-09-17,21.98
11050,866,54526,2007-09-17,63.5
11051,712,74155,2008-07-01,8.99
11051,713,74155,2008-07-01,49.99
11051,928,74253,2008-07-04,24.99
11051,921,74253,2008-07-04,4.99
11052,776,44012,2005-08-20,3374.99
11052,784,51582,2007-07-25,2294.99
11052,921,51582,2007-07-25,4.99
11052,930,51582,2007-07-25,35.0
11052,873,51582,2007-07-25,2.29
11053,784,51505,2007-07-21,2294.99
11054,771,43944,2005-08-06,3399.99
11054,782,51350,2007-07-11,2294.99
11054,880,51350,2007-07-11,54.99
11054,881,51350,2007-07-11,53.99
11055,778,43926,2005-08-03,3374.99
11055,779,52271,2007-08-08,2319.99
11055,930,52271,2007-08-08,35.0
11055,921,52271,2007-08-08,4.99
11055,708,52271,2007-08-08,34.99
11055,955,59695,2007-12-09,2384.07
11056,777,44058,2005-08-29,3374.99
11056,779,52207,2007-08-07,2319.99
11056,870,52207,2007-08-07,4.99
11056,871,52207,2007-08-07,9.99
11056,882,52207,2007-08-07,53.99
11056,858,52207,2007-08-07,24.49
11057,778,44040,2005-08-25,3374.99
11057,781,51682,2007-07-31,2319.99
11057,955,58402,2007-11-22,2384.07
11058,774,44180,2005-09-09,3399.99
11058,780,51292,2007-07-08,2319.99
11058,880,51292,2007-07-08,54.99
11058,966,59464,2007-12-06,2384.07
11059,872,52933,2007-08-22,8.99
11059,870,52933,2007-08-22,4.99
11059,712,52933,2007-08-22,8.99
11059,882,52933,2007-08-22,53.99
11059,870,54200,2007-09-12,4.99
11060,772,44220,2005-09-19,3399.99
11060,779,51293,2007-07-08,2319.99
11060,968,60884,2007-12-27,2384.07
11060,872,60884,2007-12-27,8.99
11061,775,44190,2005-09-13,3374.99
11061,781,51237,2007-07-04,2319.99
11061,871,51237,2007-07-04,9.99
11061,870,51237,2007-07-04,4.99
11062,783,51347,2007-07-11,2294.99
11062,878,51347,2007-07-11,21.98
11063,784,51431,2007-07-16,2294.99
11063,870,51431,2007-07-16,4.99
11063,871,51431,2007-07-16,9.99
11063,883,51431,2007-07-16,53.99
11064,782,51646,2007-07-29,2294.99
11065,930,52558,2007-08-14,35.0
11065,873,52558,2007-08-14,2.29
11065,879,52558,2007-08-14,159.0
11065,922,74538,2008-07-13,3.99
11066,930,59178,2007-12-02,35.0
11066,921,59178,2007-12-02,4.99
11066,873,59178,2007-12-02,2.29
11066,922,66656,2008-03-22,3.99
11067,922,64472,2008-02-19,3.99
11067,873,64472,2008-02-19,2.29
11067,921,74615,2008-07-15,4.99
11067,930,74615,2008-07-15,35.0
11068,870,57197,2007-11-01,4.99
